Bank,City,Branch,Location,Review,Rating,Date
CIH BANK,Agadir,CIH Bank - Agence El Houda,"Av. Abdellah Guerssifi Lotissement Al Houda Lot 78, Type H, Agadir 80000","Malheureusement, cette agence est inefficace, tout le personnel également. Je ne comprends pas comment le chef d'agence programme des réunions avec la chargée de clientèle de 8h00 à 10h00 du matin, ignorant ainsi la file d'attente des clients. Si vous devez récupérer votre carte ou effectuer une autre démarche, mais que vous êtes occupé par votre travail, je vous conseille de prendre un congé et de faire la queue dès 8h30. Vous serez en retard, car pour eux, leurs réunions sont apparemment plus importantes que de répondre aux besoins des clients.",1 étoile,il y a 2 mois
CIH BANK,Agadir,CIH Bank - Agence El Houda,"Av. Abdellah Guerssifi Lotissement Al Houda Lot 78, Type H, Agadir 80000","Malgré les anciens avis, mon expérience aujourd’hui a été différente :
Le nouveau directeur est très compréhensif, il aide et explique les choses les plus simples. Pour la première fois, j’ai vraiment l’impression de recevoir un …",5 étoiles,il y a 4 mois
CIH BANK,Agadir,CIH Bank - Agence El Houda,"Av. Abdellah Guerssifi Lotissement Al Houda Lot 78, Type H, Agadir 80000","Le nouveau directeur, M. Amine est particulièrement compétant pour donner des explications, expliquer les produits, faciliter les procédures et ainsi concrétiser, je recommande.",5 étoiles,il y a 3 mois
CIH BANK,Agadir,CIH Bank- Agence Dakhla,"1Er, 30 Av. Moulay Hassan I, Agadir 80000","Je tiens à partager mon expérience avec cet établissement , j'ai dû attendre 3h pour un service très simple. La conseillère a disparu en pause déjeuner pendant 2 heures. L'agent de sécurité très irrespectueux envers les clients, il ferme la porte quand il veut et ne respecte pas les horaires de l'agence. L'agent de la caisse est très irrespectueux et non professionnel et répond en hurlant.
Je suis choqué par le niveau d'incompétence, de désagrément et d'impolitesse que j'ai rencontré dans cette institution.
Si je pouvais, je donnerais même pas une étoile.",1 étoile,il y a un an
CIH BANK,Agadir,CIH Bank- Agence Dakhla,"1Er, 30 Av. Moulay Hassan I, Agadir 80000","Agence ou tout le personnel et irresponsable,  le commercial et très très très lent , pas du tout réactif,  le caissier et comme un patron il gueule trop.
Bref une Agence ----------1000%.",1 étoile,il y a 7 mois
CIH BANK,Agadir,CIH Bank- Agence Dakhla,"1Er, 30 Av. Moulay Hassan I, Agadir 80000","Je tiens à partager mon expérience récente avec cette agence CIH, et malheureusement, ce n'est pas une expérience positive du tout. Mon mari et moi avons été choqués par le niveau d'incompétence, de désagrément et d'impolitesse que nous …",1 étoile,il y a un an
CIH BANK,Agadir,CIH Bank,"Av.Mohammedia Residence Essaada Gh7,im 40, Agadir 80000",Il faut toujours attendre au moins une heure parceque la dame prend son déjeuner,1 étoile,il y a un an
CIH BANK,Agadir,CIH Bank,"Av.Mohammedia Residence Essaada Gh7,im 40, Agadir 80000","Service de très mauvaise qualité.
Caissier irrespectueux et arrogant.
Horaire de travail non respecté.
Arrêt et fermeture de service de 13h15 jusqu’à 14h en resent de pause déjeuner même si cela n’existe pas dans le règlement car l’horaire et continue jusqu’à 15h45.",1 étoile,il y a un an
CIH BANK,Agadir,CIH Bank,"Av.Mohammedia Residence Essaada Gh7,im 40, Agadir 80000",Un service et un traitement de haut niveau,5 étoiles,il y a 2 mois
CIH BANK,Agadir,CIH Bank - Agence Bensergao,"9CRJ+JRF, Agadir 80000","Le traitement y est assez long, flux massif. Ramenez vos propres chaises, ils n’en disposent pas, l’attente sera très longue !!",1 étoile,il y a 2 mois
CIH BANK,Agadir,CIH Bank - Agence Bensergao,"9CRJ+JRF, Agadir 80000","Qualité de service médiocre. Nous avons attendu plus d'une heure pour obtenir un statut d'auto-entrepreneur. Puis la directrice nous informe que la CIH ne fournit pas ce statut. Alors que c'est une banque partenaire qui est sensé le fournir, comme le stipule le site officiel. Je suis passé chez leur voisin, la BMCE qui m'ont accueilli sans attente et mon proposé de le faire sur place.",1 étoile,il y a 4 ans
CIH BANK,Agadir,CIH Bank - Agence Bensergao,"9CRJ+JRF, Agadir 80000","Service mediocre et  aussi beaucoup de dysfonctionnements, qu'il faut attendre des heures juste pour déposer de l'argent",1 étoile,il y a 3 ans
CIH BANK,Agadir,CIH Bank - Agence Hay Salam,"63 Av. Mohamed El Fassi, Agadir 80000","Si vous voulez perdre votre temps et vous sentir insulté, allez dans cette agence. La dame en charge des transactions commerciales ne mérite pas du tout ce poste. Attendez une heure pour me dire que je ne vous servirai pas parce que j'ai l'heure du déjeuner, et. vous devez me demander cela avec respect et me demander de vous servir, même si c'était un autre numéro. Quatre personnes ne sont pas venues avant moi, elle n'a pas accepté d'aborder mon problème et m'a quitté et a porté son sac sans aucune excuse. en disant : «wakha majawch hado ana daba salit khdmti anmchi ntghda onti maghadich twrini khdmti hit matlabtinish btari9a zwina bik  ola bla bik ana khdama khdmti o poste dyali arfah «   Ewa khrajt bla man9di hta gharad oda3t li 2 h maa had ganss lk7al bghatni ntlab bach hya trtah",1 étoile,il y a 6 mois
CIH BANK,Agadir,CIH Bank - Agence Hay Salam,"63 Av. Mohamed El Fassi, Agadir 80000",Nous avons ete acceuilli par l’argent de securité qui nous a fait rentré chez le chef de l’agence pour un service rapide et efficace ( verifier des informations de comptes tres anciennes ) 😎 merci beaucoup ! …,5 étoiles,il y a 3 mois
CIH BANK,Agadir,CIH Bank - Agence Hay Salam,"63 Av. Mohamed El Fassi, Agadir 80000",Le vendredi à 11h50 vous ne pourrez plus accéder à certains services car le salarié est par hasard n'est pas là. Malheureusement je n'ai que le vendredi pour aller à la banque mais à chaque fois on me balance une excuse du style le système …,1 étoile,il y a 2 ans
CIH BANK,Agadir,CIH Bank,"Ave du 29 Fevrier, Boulevard Mohammed Cheikh Saadi, Agadir 80000","Les plus mauvaises expériences de ma vie avec les banques ont lieu ici.
Les agents de caisse, les conseillers non professionnel du tout, ils sont fous des intérêts de leurs clients du tout.
Le chef d'agence toujours absent ou en congé
Sans oublier la faute grave de leur ingénieur n'importe quoi
Ils ont refaites cette agence y a pas longtemps et ils ont pas penser aux personnes à mobilité réduite, l'entré de l'agence n'est accessible.
Cette banque n'est pas pour tout le monde",1 étoile,il y a 3 ans
CIH BANK,Agadir,CIH Bank,"Ave du 29 Fevrier, Boulevard Mohammed Cheikh Saadi, Agadir 80000","Je trouve frustrant quand je ne reçois pas de réponse au téléphone après avoir appelé. Cela peut être déconcertant et parfois même un peu irritant, surtout lorsque j'attends une réponse importante ou que j'ai besoin d'une assistance immédiate.",1 étoile,il y a un an
CIH BANK,Agadir,CIH Bank,"Ave du 29 Fevrier, Boulevard Mohammed Cheikh Saadi, Agadir 80000","Je suis tombée sur mr Boukrouch Mohamed, un agent incompétent et désagréable !! Je n'ai jamais vu ça !! Je pose une question et il refuse de me répondre, il a ete impoli et arrogant.. je vous déconseille cette banque",1 étoile,il y a un an
CIH BANK,Agadir,CIH Bank,"Residence Al Amal 1, Av. Hassan II, Agadir 80000","Ils servent a rien
Manque de competence
Non chalance et 0 respect ou consideration aux clients et leurs temps",1 étoile,il y a 3 semaines
CIH BANK,Agadir,CIH Bank,"Residence Al Amal 1, Av. Hassan II, Agadir 80000","Une perte de temps, l'ouverture du compte a pris 1 journée. Bcp de problème dans leur  système. Un compte joints qui sert a rien. Aucune moyen de consulter à travers leur application.",1 étoile,il y a 2 ans
CIH BANK,Agadir,CIH Bank,"Residence Al Amal 1, Av. Hassan II, Agadir 80000",Un service inadmissible manque de respect du client a revoir l appelation de charge clientèle ou a l écoute du client et toujours des problème de systèmes et te demande d aller voir une autre agence je me demande si le problème système c'est que a leur niveau j arrive pas a comprendre cette déclaration si le système est pas opérationnelle sera au niveau de toutes les agences ?!!,1 étoile,il y a 3 ans
CIH BANK,Agadir,CIH Bank,"Lot 34, Ave Abderrahim Bouabid, Agadir 80000","TERRIBLE AGENCE !! Jamais de ma vie je vais y retourner.
AUCUN professionalisme, AUCUN respect pour la clientèle, AUCUNE empathie, AUCUNE valorisation de la clientèle, AUCUNE determination, AUCUNE motivation.
Ils sont incapables de générer un simple chéquier j’ai passé deux mois en va et viens sans aucun effort ni explication claire ni empathie de leur part. J’ai subi de lourdes conséquences dans mon business à cause de ça.
Je suis désolé pour vous mais vraiment je suis très déçu.
Je ne recommande pas et je vais jamais y retourner.",1 étoile,il y a un an
CIH BANK,Agadir,CIH Bank,"Lot 34, Ave Abderrahim Bouabid, Agadir 80000","Le service est tellement nul 👎, et il se comporte mal avec les clients . …",1 étoile,il y a 3 ans
CIH BANK,Agadir,CIH Bank,"Lot 34, Ave Abderrahim Bouabid, Agadir 80000",Service très très nul. Personnel sans niveau ..ni récéption ni organisation ni communication,1 étoile,il y a 3 ans
CIH BANK,Agadir,CIH bank,"Paul، N10 Lot 20, Lotissmt Founty, Agadir 80000",Agence ouvre à 8h15. À 8h45 toujours aucune activité à l’accueil. Nous attendons que le monsieur a l’accueil nous dise qu’il peut commencer à travailler. Manque de sérieux et de professionnalisme pourquoi ouvrir à 8h15 si on commence à travailler à 9h!,1 étoile,il y a une semaine
CIH BANK,Agadir,CIH bank,"Paul، N10 Lot 20, Lotissmt Founty, Agadir 80000","Bonne accueil, madame غزلان nous a très bien accueilli, encore merci pour votre professionnalisme.",5 étoiles,il y a 5 mois
CIH BANK,Agadir,CIH bank,"Paul، N10 Lot 20, Lotissmt Founty, Agadir 80000","La dame au bureau aux cheveux lâchés était très désagréable ,manque de professionnalisme , elle était au téléphone alors que j’étais en pleine interaction avec elle . Veuillez bien vouloir régler ce problème dans les plus brefs délais ( en la renvoyant ou en l’envoyant dans un autre service où elle n’a pas à interagir avec autrui .",1 étoile,il y a un an
CREDIT DU MAROC,Agadir,Crédit du Maroc,Agadir 80000,"Je suis client depuis 2012
J'ai jamais vu un mauvais service que cette agence de merd
Je vous déconseillé 👎👎👎👎👎👎👎 …",1 étoile,il y a 2 mois
CREDIT DU MAROC,Agadir,Crédit du Maroc,Agadir 80000,A éviter cette agence. le SC par téléphone c'est encore piiiire,1 étoile,il y a 3 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc,Agadir 80000,Agence bancaire du crédit du Maroc,3 étoiles,il y a 8 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc,"Place des Taxis -Imm. Bakrim -Q.I., Agadir 20000","Je me permets de vous adresser la présente réclamation concernant un incident regrettable survenu lors de ma visite à l'Agence.

En effet, j'ai effectué le déplacement jusqu'à votre agence pour effectuer un versement pendant ma pause déjeuner. Cependant, lorsque mon tour est arrivé, la caissière a subitement fermé sa session et quitté l'agence sans m'informer de la situation. J'ai appris de la part d'un collègue qu'elle était en pause déjeuner, bien que l'horaire d'ouverture mentionné sur Google indique que vous restez ouvert en permanence jusqu'à 16h.

J'ai quitté l'autre côté de la ville, spécifiquement pour me rendre à cette agence en fonction des infos dispos en ligne. Cette situation a été non seulement une perte de temps (1h d'attente sur place), mais également un manque de respect total envers ma personne.

J'ai exprimé ma mécontentement sur place et demandé à faire une réclamation, mais on m'a conseillé d'attendre le directeur.

Je suis déçue de constater un tel manquement dans la qualité de service. J'espère que vous prendrez les mesures nécessaires pour éviter la répétition de tels incidents à l'avenir (prévoir 2 caissiers par ex ou indiquer que vous êtes fermé)",1 étoile,il y a un an
CREDIT DU MAROC,Agadir,Crédit du Maroc,"Place des Taxis -Imm. Bakrim -Q.I., Agadir 20000","Shalom
Je déconseille cette banque Al Mouqouama
aux marocains résidant à l étranger surtout il trouve une excuse de Covid. Je …",5 étoiles,il y a 3 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc,"Place des Taxis -Imm. Bakrim -Q.I., Agadir 20000",bien,3 étoiles,il y a 8 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc,Agadir 80000,"Pas mal, comme les autres agences",4 étoiles,il y a 6 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc,Agadir 80000,Personnel pas à la hauteur service très nuuuuuul,1 étoile,il y a 4 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc,Agadir 80000,"J'ai lu une critique d'il y a 3 ans qui mentionnait un service médiocre et de longs délais d'attente. Malheureusement, trois ans plus tard, je vis la même expérience (parmi 07 autres personnes). Le caissier est parti déjeuner, nous laissant attendre près de 2 heures pour un petit service. (De 13h35 à 15h10).
L’agence devrait disposer de davantage de personnel à couvrir pendant ces périodes. La banque devrait fonctionner de 09h00 à 16h00 en continu. C'est décevant de ne voir aucune amélioration après toutes ces années...",1 étoile,il y a 9 mois
CREDIT DU MAROC,Agadir,Crédit du Maroc - Agence Founty,"80000, Agadir","Agence de sonaba . Plus d'1h d'attente pour récupérer une carte bleu. Une seule personne à l'accueil, personnel en vacance non remplacé!",1 étoile,il y a 4 mois
CREDIT DU MAROC,Agadir,Crédit du Maroc - Agence Founty,"80000, Agadir","Une croix car je ne peux pas mettre moins
Service médiocre
Péronnel médiocre
Agence à fuir",1 étoile,il y a 3 mois
CREDIT DU MAROC,Agadir,Crédit du Maroc - Agence Founty,"80000, Agadir","Je suis client dans l'agence de l'avenue des FAR à Agadir depuis plusieurs années. J'ai des problèmes avec mon compte actuellement . J'appelle au téléphone de France quasiment quotidiennement à différents horaires de la journée, personne ne décroche. J'envoie des mails, personne ne me répond. QUE FAIRE ?",1 étoile,il y a 3 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc - Agence Agadir Oufella,"C9FQ+V76, N10, Agadir 80000",22 MAD pour un retrait en janvier 2024. Montant du retrait librement sélectionnable.,5 étoiles,il y a un an
CREDIT DU MAROC,Agadir,Crédit du Maroc,Agadir 80000,Bon,2 étoiles,il y a un an
CREDIT DU MAROC,Agadir,Crédit du Maroc,Agadir 80000,Une agence bancaire moyenne en termes de qualité de services et de transactions. Mais les autres branches sont plus détaillées,2 étoiles,il y a 3 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc,Agadir 80000,bien,3 étoiles,il y a 5 mois
CREDIT DU MAROC,Agadir,Crédit du Maroc - Agence Agadir Centre,Inezgane 80000,"Mauvaise agence
Mauvais service",1 étoile,il y a 7 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc - Agence Agadir Centre,Inezgane 80000,Melleur Banque,4 étoiles,il y a 2 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc - Agence Agadir Centre,Inezgane 80000,d'accord,1 étoile,il y a 8 ans
CREDIT DU MAROC,Agadir,Crédit du Maroc - Agence Al Feddya,"CC6P+PPC, Agadir 80000","Comme les autres banques apparament, le standard téléphonique c’est pour la décoration. Ils répondent pas",1 étoile,il y a 4 jours
BANK ASSAFA,Agadir,Bank Assafa Agadir - Rue de Marrakech,"Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000","Bonjour,
Mon expérience avec Bank Assafa pour l'achat d'un véhicule était souple, accélérée et parfaite. Mon dossier était traité par le prénommé Akram qui a fait un formidable travail à mon égard. Très sincère, correct et serviable, cet employé est l'exemple de la personne qui fait son travail comme il se doit. A travers lui, je salue tout le personnel de Bank Assafa avenue Marrakech.
Bonne continuation et beaucoup de succès à cette Banque!",5 étoiles,il y a 2 semaines
BANK ASSAFA,Agadir,Bank Assafa Agadir - Rue de Marrakech,"Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000","Content et satisfait à la fois, d'être client à Bank Assafa Agadir. Des services de qualité et un personnel respectueux, accueillant et professionnel.
Bonne continuation.",4 étoiles,il y a un mois
BANK ASSAFA,Agadir,Bank Assafa Agadir - Rue de Marrakech,"Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000","Je tiens à exprimer ma profonde gratitude envers l'agence Assafa bank rue de marrakech Agadir.
Son directeur Mr Bouhadi Soufiane, se distingue par son approche humaine et son …",5 étoiles,il y a 2 mois
BANK ASSAFA,Agadir,Bank Assafa,"Immeuble Saada, Av. Hassan II, Agadir 80000","Après avoir établi un contact direct avec la personne chargée des services de conseil
Il nous a donné de précieuses informations sur la banque et comment bénéficier des services bancaires pour acheter un bien immobilier, une maison, un appartement, une voiture et comment investir.
Un parcours fluide et encourageant. Merci pour votre accueil chaleureux et les informations que vous nous avez fournies.",5 étoiles,il y a un an
BANK ASSAFA,Agadir,Bank Assafa,"Immeuble Saada, Av. Hassan II, Agadir 80000",Pire expérience avec un agent juste pour obtenir juste des informations.,1 étoile,il y a un an
BANK ASSAFA,Agadir,Bank Assafa,"Immeuble Saada, Av. Hassan II, Agadir 80000",Pas de texte,5 étoiles,il y a un an
BANK ASSAFA,Agadir,Bank Assafa,"Résidence Nakhil 2 Route nationale n 10, Angle Ave Mohamed V, Inezgane 86666","Un immense bravo à toute l’équipe pour leur service exceptionnel et leur engagement exemplaire ! Je tiens particulièrement à remercier Madame Hakima, Madame Meryem et Monsieur Mehdi, qui incarnent parfaitement le professionnalisme et l’humanité dans leur travail. Leur gentillesse, leur écoute et leur dévouement dépassent toutes les attentes.

Ils ne se contentent pas de faire leur travail, ils le font avec une passion et un cœur rare, en s’assurant que chaque client se sente compris et valorisé. Ce niveau d’attention et de bienveillance est tellement précieux. Je n’ai jamais vu une équipe aussi dévouée et investie.

Merci à vous tous pour cet esprit d’excellence qui inspire confiance et admiration. Vous êtes un véritable exemple à suivre !",5 étoiles,il y a 5 mois
BANK ASSAFA,Agadir,Bank Assafa,"Résidence Nakhil 2 Route nationale n 10, Angle Ave Mohamed V, Inezgane 86666",Faites pas confiance à cette banque surtout la banque situé a rue de marakech un directeur qui se permet grand patron un directeur qui mérite même pas ce poste service zéro toujours attendre il complique tous impossible de trouver un …,1 étoile,il y a 4 mois
BANK ASSAFA,Agadir,Bank Assafa,"Résidence Nakhil 2 Route nationale n 10, Angle Ave Mohamed V, Inezgane 86666",au moment du travail et il n y pas de responsable a qui parler !!,1 étoile,il y a un an
Al Barid Bank,Marrakech,Agence Al Barid Bank,"2572+68F, N1, Rabat","Staff serviable et aimable.
Frais de la banque sont abordables et raisonables.
Et bien sûr l'application BBM facilite les opérations nécessaires dans le quotidien sans se déplacer (virements , mandats et autres ...)",4 étoiles,il y a 4 ans
Al Barid Bank,Marrakech,Agence Al Barid Bank,"2572+68F, N1, Rabat","Agence Barid Cash Rabat Diour Jamaa

BARID CASH
Créée en 2014, Barid Cash filiale d’Al Barid Bank offre un service de transfert simple et rapide pour envoyer et recevoir de l’argent au Maroc et à l’étranger.

Barid Cash s’est imposé une cadence de développement accélérée avec pour axe principal la diversification de sa gamme de produits et services ainsi que la densification de son réseau d’agences.

Barid Cash vous offre également une panoplie complète de services de proximité tels que le paiement mobile le paiement de factures de taxes et impôts, l’achat de ticket de transport",5 étoiles,il y a 2 ans
Al Barid Bank,Marrakech,Agence Al Barid Bank,"2572+68F, N1, Rabat",Service de caisse médiocre,2 étoiles,il y a 4 ans
Al Barid Bank,Marrakech,Al Barid Bank GAB,"JX2F+M4G, Marrakech 40160","En mai 2025, toujours pas de frais. Pour trouver le distributeur, il faut passer le dernier contrôle, celui de la zone douanière (où ils passent les bagages au rayon X). Et ensuite il faut  aller tout droit et passer sous la galerie (après avoir laissé 3-4 distributeurs sur votre gauche). Le distributeur est dans le grand hall, dans le fond à droite.",5 étoiles,il y a 2 semaines
Al Barid Bank,Marrakech,Al Barid Bank GAB,"JX2F+M4G, Marrakech 40160","Le seul guichet automatique connu de l'aéroport qui ne facture *pas* de frais de retrait supplémentaires. Il est situé dans le hall des départs et comme l'aéroport est assez petit, il se trouve juste à côté de la sortie des départs et vaut …",5 étoiles,il y a 2 mois
Al Barid Bank,Marrakech,Al Barid Bank GAB,"JX2F+M4G, Marrakech 40160","Lorsque vous quittez le contrôle final, ne vous dirigez pas vers la sortie de l'aéroport, sinon vous ne pourrez pas rentrer. Dirigez-vous vers les départs, après avoir traversé le tunnel continuez tout droit. Ce n'est pas le premier …",5 étoiles,il y a 5 mois
Al Barid Bank,Marrakech,Poste Maroc - Al Barid Bank,"J2FF+VFV, Marrakesh 40000","Très mauvaise expérience
Taux de change en cours non appliqué
Taux de change appliqué plus inférieur sans raison
Résultat 300DH envolés…….",1 étoile,il y a un an
Al Barid Bank,Marrakech,Poste Maroc - Al Barid Bank,"J2FF+VFV, Marrakesh 40000",Mauvais service faite attention !!!!!!!!,1 étoile,il y a un an
Al Barid Bank,Marrakech,Poste Maroc - Al Barid Bank,"J2FF+VFV, Marrakesh 40000","Lors de l'insertion d'une carte bancaire britannique, il proposait une sélection de langues anglaise et française. Le retrait a été traité au taux de change actuel de MasterCard sans frais supplémentaires. Il y a un agent de sécurité présent, ce qui était rassurant.",5 étoiles,il y a 3 mois
Al Barid Bank,Marrakech,Al Barid Bank (Agence Jamaa Fena),"322 Saada, 4B Mhamid, Marrakech 40000","Distributeur automatique de la seule banque connue qui ne facture pas de frais pour le retrait d'espèces.

En raison des retraits gratuits et du fait que le guichet automatique est situé en bordure de la célèbre place Jaama Fna, vous pouvez vous attendre à des files d'attente et il est possible que la machine soit en panne ou qu'elle n'ait plus d'argent.

Cependant, il y a d'autres distributeurs automatiques d'Al Barid à 10 minutes d'ici, donc cela vaut toujours la peine d'essayer si vous avez le temps.",5 étoiles,il y a 2 mois
Al Barid Bank,Marrakech,Al Barid Bank (Agence Jamaa Fena),"322 Saada, 4B Mhamid, Marrakech 40000","Le distributeur automatique n'a pas distribué d'argent. Au lieu de cela, il a avalé ma carte et s'est écrasé. J'ai ensuite dû dessiner un numéro à l'intérieur. Après 1h30 d'attente, c'était mon tour, l'employé de la banque était très gentil …",2 étoiles,il y a 2 mois
Al Barid Bank,Marrakech,Al Barid Bank (Agence Jamaa Fena),"322 Saada, 4B Mhamid, Marrakech 40000","Nous avons utilisé le guichet automatique ici pour retirer de l'argent lors d'une visite au Royaume-Uni. Rien à redire : le guichet automatique de droite sert à changer d'argent et le guichet automatique de gauche est destiné aux retraits. Aucun frais administratif sur les retraits. Interface simple. Parfois, il faut attendre 10 à 15 minutes car c'est populaire.",5 étoiles,il y a 5 mois
Al Barid Bank,Marrakech,Al Barid Bank,"J2C8+H8C, Marrakesh 40000",Probablement L'ATM le plus correct de la ville tout confondu,5 étoiles,il y a 3 mois
Al Barid Bank,Marrakech,Al Barid Bank,"J2C8+H8C, Marrakesh 40000","Super guichet automatique, la seule banque qui ne prend pas de frais. Cela roule vite et il y a généralement une file d'attente de monde ici pendant la journée. L'argent est toujours disponible. Je ne sais pas d'où viennent les mauvaises critiques.",5 étoiles,il y a 2 mois
Al Barid Bank,Marrakech,Al Barid Bank,"J2C8+H8C, Marrakesh 40000","Ce distributeur automatique se trouve également dans une zone très touristique et se retrouve à court d'argent en début d'après-midi. Je ne sais pas à quelle heure ils réapprovisionnent, car j'ai essayé en fin de matinée et il n'y avait toujours pas d'argent liquide dans la machine. Je suggère à toute personne essayant de retirer de l'argent d'arriver vers 11h00.",5 étoiles,il y a une semaine
Al Barid Bank,Marrakech,"Al Barid Bank, Agence Agdal","X5X2+P4X, Av. Fal Ould Oumeir, Rabat",Personne à l'agence en heure de pointe. 45 min d’attente pour envoyer un courrier. A fuir,1 étoile,il y a un an
Al Barid Bank,Marrakech,"Al Barid Bank, Agence Agdal","X5X2+P4X, Av. Fal Ould Oumeir, Rabat","Personnel aigri. 30 min d’attente pour mon colis alors que y’a personne à l’agence sauf le le directeur qui pianotait sur son tel et ordinateur au lieu de faire un petit geste et se lever pour voir cette cliente qui attend sous prétexte que c’est l’heure  de la prière avez vous penser à ceux qui ont une petite pause aussi qui travaillent comme vous qui ont pas bq de temps à ma grande surprise la porte s’ouvre à un fonctionnaire d’état avec un gros sourire pendant que cette femme attend son colis toujours vous êtes graves avec vos apparences .
Ps horaires continues soit disant la poste qui est un organisme de fonction public devrait respecter ses horaires pour servir le contribuable ( ceux qui les payent )",1 étoile,il y a 2 ans
Al Barid Bank,Marrakech,"Al Barid Bank, Agence Agdal","X5X2+P4X, Av. Fal Ould Oumeir, Rabat","Mauvais service et délai d'attente trop long devant la porte.
System toujours en panne et caissiers souvant en pause...je galére à chaque fois que je visite cette agence...
""Une étoile car il n y a pas 0""",1 étoile,il y a 2 ans
Al Barid Bank,Marrakech,Barid bank,"HWVX+H35, Marrakech 40160","La mauvais gestion et le manque de respect des clients, là l'agence est complet et les deux caissier mal éduqué a nous laisser attendre pour leur déjeuner tout les deux en même temps, cet gestion répeté a laisser notre pays loins de se developper bravo le directeur et ses employés mal polie",1 étoile,il y a 6 mois
Al Barid Bank,Marrakech,Barid bank,"HWVX+H35, Marrakech 40160","S’il vous plaît ouvrez les autres guichets pour améliorer le fonctionnement et que ça soit plus facile et rapide.

On a marre d'être toujours patient 🤦‍♂️🤦‍♂️🤦‍♂️.

On n’a pas le temp d’attendre toute la journée pour un virement ou récupérer un mandat.

Chaque un a plein de chose à faire pendant ce temp perdus…",2 étoiles,il y a 11 mois
Al Barid Bank,Marrakech,Barid bank,"HWVX+H35, Marrakech 40160",J'ai eu affaire à l'agence amerchich/al badii. Ils méritent même pas l'appellation de banque. Le pire des services jamais vécu. A éviter absolument.,1 étoile,il y a 2 ans
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"MX3W+MQH, Marrakech 40000","Pire agence attijari !!
Agence injoignable par téléphone. La dame a l'accueil raccroche au nez sans cesse sans même dire un mot !!",1 étoile,il y a un an
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"MX3W+MQH, Marrakech 40000",Service zeri i  les agents  fâché,1 étoile,il y a un an
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"MX3W+MQH, Marrakech 40000",J'ai attendu longtemps et finalement le gérant n'était pas là.,1 étoile,il y a un an
ATTIJARIWAFA BANK,Marrakech,Attijariwafabank,"HWJW+MP2, Marrakech 40160","Je ne recommande pas cette agence
Service médiocre. Après un an d'ouverture du compte, lorsque j'ai voulu retirer de l'argent, ils m'ont dit que ma signature n'était pas scannée.
Ils ne répondent pas au téléphone, c'est vraiment dommage.",1 étoile,il y a 3 mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafabank,"HWJW+MP2, Marrakech 40160",Toujours il y a pas de connexion😓😓 …,1 étoile,il y a 3 ans
ATTIJARIWAFA BANK,Marrakech,Attijariwafabank,"HWJW+MP2, Marrakech 40160","Si c'était moins d'une étoile, nous le dirigerions en tant que responsable de l'agence, Shad Hadith Bathrooms, avec une unité d'une heure à partir de 12h30 et c'était kiki, kiki, une fraude pour votre information. , il a dit oui, d'accord, donc cette agence est l'originale, et il n'y a de place pour personne. Quant au petit bureau, il m'a dit que c'était le mien. Il me donnera la carte et il est parti. sommes là, nous sommes dans un monde parallèle, comme un marketeur, évitez cette agence qui ne répond pas aux normes, et j'espère ne jamais mourir. Arrêtez ça, mon Seigneur (à part la fille que j'ai comme servante, je l'ai servie pendant une heure entière. Si j'avais eu un bébé, je ne me serais pas arrêté et je ne l'aurais pas regretté. Que Dieu la bénisse, nous n'aurions pas fait de tort elle une chose pour une autre)",1 étoile,il y a 3 mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"213 Av. Mohammed V, Marrakech 40000","Je suis cliente depuis 2011, franchement 5 ans de mnt, la qualité de service est vraiment désagréable,  sans dire nul , surtt 2 ans dernières, il faut penser changer le caissier, il est nuuuuul , il ne sais pas parler au gens , 4 fois mnt le même caractère le meme comportement,  la 1er la 2eme  fois je me suis dis, il est pas au mode de travail ou bien il est malade,  mais franchement il est nul tt simplement,  sans parler de téléphone et sa depuis tjrs sans réponse à chaque fois on appel,  il fait tjrs ce déplacer même si pour une simple question.
Conclusion : 1/10",1 étoile,il y a 3 semaines
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"213 Av. Mohammed V, Marrakech 40000","Très mauvaise expérience. Malgré une file d’attente courte, l’attente est interminable — plus de 30 minutes sans avancer. En plus, nous avons vu un cafard se balader dans l’agence, ce qui est inacceptable. Le seul point positif : l’agent de sécurité à l’entrée, très gentil et souriant. Dommage que le reste ne suive pas.",1 étoile,il y a 3 semaines
